Latitude,Longitude,Rainfall (mm),Temperature (°C),Humidity (%),River Discharge (m³/s),Water Level (m),Elevation (m),Population Density,Infrastructure,Historical Floods
-0.2546243570474149,1.1477916069236926,0.5284650393084754,-0.731759282995381,-1.301033943407163,-0.565708707451708,0.8389994202636495,-0.6858526445270761,-1.5283083473591552,-0.9990004995003746,-1.0082843137594326
0.8169609906077558,-0.12977336056258112,-0.36913953307625175,0.678102139807756,-0.2971761552742895,0.09484429344449764,0.04038567188361563,0.37558887162189597,0.29492374799859056,1.0010005005003753,-1.0082843137594326
0.9939101485137043,-1.0913806014104792,1.6856423669852865,0.0039849807716747995,0.8685813138792163,0.3981469634646563,0.4833055447565311,0.19356252766362622,-0.43490076220641216,-0.9990004995003746,0.9917837522151423
-0.6685798468198282,-1.4418564337310131,-0.5975374720671253,-0.16611861590790156,-1.6144328133360557,-1.4985992649053521,0.9206943420737465,0.1793451492001168,-0.6166752222241912,-0.9990004995003746,-1.0082843137594326
-0.6710985755828222,0.46365776854884566,-0.012852866534176348,1.102161642955334,-0.9954045360517473,0.031094887158694975,-0.9242892480799685,1.3563604544229424,1.5398879417896971,-0.9990004995003746,-1.0082843137594326
0.5169712622352122,-0.9926488153586281,0.13142553199381554,1.0282878064585306,0.556708147668608,0.3108021545113937,-1.5834088467094327,0.5919166786857748,-0.7258215272540657,1.0010005005003753,0.9917837522151423
1.6590961243605788,-0.7067519436883568,0.3631352107340329,-0.42296198536460666,0.8965812890219487,-1.228101251471444,0.012664182618174272,0.23570333155563128,-1.0706767912468145,1.0010005005003753,0.9917837522151423
1.5298168346005534,1.6839277061589748,-1.1725965943918697,-0.345143793824729,0.04345189300994286,-0.1400048262336663,-0.35907762420439704,-0.32968106121159263,-0.3585150137177213,1.0010005005003753,0.9917837522151423
-1.158855768149599,-0.47840477867186026,1.5728754416068866,-0.9554964564120085,-0.5848013796729392,-1.6193890347369722,0.7184736105644934,-1.0090437735223563,-0.11737376316909019,-0.9990004995003746,0.9917837522151423
-0.352602269974556,0.9533496257100589,-1.6148964568651292,-0.27732297820145346,-1.3818349721227159,0.6328933147855684,-0.7495055896006244,0.5657784647613965,-1.5425373902012374,-0.9990004995003746,-1.0082843137594326
-0.038197060240771026,1.6772109608420234,-1.0024382791069637,-1.551574164079058,-0.7910777380487815,-0.6205292297276213,0.16021058069583452,-1.0648965639454306,1.67953282396499,-0.9990004995003746,-1.0082843137594326
1.720654670059075,1.4800258896952132,-1.0642040600660079,-0.33425930501698037,-0.48943041912141344,0.18528055006981892,-0.5555023216455119,-1.5904743812649298,-0.18659841074633676,1.0010005005003753,-1.0082843137594326
-0.6138962563604407,0.4383057698269136,-1.6357191226187315,0.12538434396653506,-1.0141504350146504,-1.598129565238579,1.2398801760245772,-0.755158994869211,0.2744212383762703,-0.9990004995003746,0.9917837522151423
-0.588810939917928,0.09663084167055108,-0.7498868433281464,0.9692053200764122,0.07807486563052841,0.9996063662903855,1.0339297054982937,-0.6999183355439204,-0.8226017146053795,-0.9990004995003746,0.9917837522151423
-0.5277691673372807,0.7049753194606511,0.890231475041327,-1.5937163462594977,0.17576926363076434,0.028842735967046246,-0.4233999645330159,-0.8839064947572461,-1.4087948442529068,-0.9990004995003746,-1.0082843137594326
0.6602374687169946,-1.5471148896407902,-1.217459492699713,0.8500528635415903,1.4715513501043551,1.1460823575595038,-0.661579723726083,1.209449197304681,0.6571779815583785,1.0010005005003753,-1.0082843137594326
-1.4669238947320558,1.5688982723997775,0.28542687708694625,1.3007232552855112,-0.2326876666870607,-1.1102600858990226,0.6485969100736484,-0.7704763775068075,1.4073504379490807,-0.9990004995003746,0.9917837522151423
-0.07334312892112074,-1.5860456306597983,-0.5076508435048687,-0.19844080954963286,0.9407064755849265,0.6005793866866909,1.692435881865253,-1.1855675976860274,-1.1122327964932655,1.0010005005003753,0.9917837522151423
-1.2247335327702955,-0.6841688964352298,-1.6782505540236683,-1.3720737387953752,0.5553892493841526,-0.21869701490079466,0.036197804792272276,-0.5703648455206921,1.2882282582713016,-0.9990004995003746,0.9917837522151423
0.7369771537873622,0.4933329570075178,1.0822485138063895,-0.48602576886513976,0.5470924944548413,0.7207155157574737,-1.1448009310060903,1.054354735715184,-0.47999046875655005,-0.9990004995003746,0.9917837522151423
1.61316649651451,1.0910530145442388,1.5198788299099897,-1.0485530625542758,0.09232908145388258,-1.1068049750422353,-1.3206073571523018,-0.5059340478847627,-1.6655983796047777,-0.9990004995003746,-1.0082843137594326
0.03845519348445657,1.2776511700022193,-1.239739077665741,1.7238672191923794,-0.1454444713970592,0.29375902205041815,0.3460452379454293,1.73945867997463,-0.8287432394500599,-0.9990004995003746,0.9917837522151423
